dataset,model,randomseed,train_r2,test_r2
609_fri_c0_1000_5,"Lasso(alpha=0.1, max_iter=100000)",0,0.6783874164323274,0.696377215174369
609_fri_c0_1000_5,DecisionTreeRegressor(max_depth=1),0,0.2570681754725067,0.23289041800537
609_fri_c0_1000_5,DecisionTreeRegressor(max_depth=2),0,0.482900225493833,0.3098736097921298
609_fri_c0_1000_5,DecisionTreeRegressor(max_depth=4),0,0.808564334828719,0.473494912325639
609_fri_c0_1000_5,DecisionTreeRegressor(max_depth=6),0,0.9424542190688876,0.4499370374251091
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=400),0,0.958950793240231,0.7759029542994318
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),0,0.9579783777826476,0.7743903449780078
609_fri_c0_1000_5,RandomForestRegressor(),0,0.9614107912148544,0.7772931368690985
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=50),0,0.9551039495197766,0.778992755734246
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=400),0,0.9999954891690994,0.8217574968180628
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.9996977865362038,0.822188752319309
609_fri_c0_1000_5,GradientBoostingRegressor(),0,0.996982028393678,0.8211874502533576
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=50),0,0.9832420467001816,0.8054052095540621
612_fri_c1_1000_5,LinearRegression(),0,0.2655414002141876,0.2216707029954786
612_fri_c1_1000_5,"Lasso(alpha=0.01, max_iter=100000)",0,0.2644121081536807,0.2252721629054972
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",0,0.2561003325854761,0.2246725422589116
612_fri_c1_1000_5,"Lasso(alpha=0.1, max_iter=100000)",0,0.2304623824455764,0.2068503030425088
612_fri_c1_1000_5,DecisionTreeRegressor(max_depth=1),0,0.3537691604918285,0.2462954389157926
612_fri_c1_1000_5,DecisionTreeRegressor(max_depth=2),0,0.6277114979835154,0.4038892491532857
612_fri_c1_1000_5,DecisionTreeRegressor(max_depth=4),0,0.8851467045030936,0.5030535009483457
612_fri_c1_1000_5,DecisionTreeRegressor(max_depth=6),0,0.984755302790739,0.3728488201535573
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=400),0,0.9676422767447715,0.7478626525986456
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),0,0.9676641301119938,0.7475271415942701
612_fri_c1_1000_5,RandomForestRegressor(),0,0.9683974019972608,0.7436170764427451
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=50),0,0.9671336369216847,0.7257563186268634
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=400),0,0.9999947330273882,0.8112022841312285
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.999741998327124,0.8113814145840175
612_fri_c1_1000_5,GradientBoostingRegressor(),0,0.9978174388793096,0.812418661925279
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=50),0,0.987204748048684,0.7837670500776706
618_fri_c3_1000_50,LinearRegression(),0,0.6503068549290922,-0.3698738796977625
618_fri_c3_1000_50,"Lasso(alpha=0.01, max_iter=100000)",0,0.6268073688965773,-0.0733603113289491
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",0,0.4686569761140402,0.1803059316711094
618_fri_c3_1000_50,"Lasso(alpha=0.1, max_iter=100000)",0,0.3511544617900437,0.1793847278164752
618_fri_c3_1000_50,DecisionTreeRegressor(max_depth=1),0,0.2724405738880731,0.1243475062160534
618_fri_c3_1000_50,DecisionTreeRegressor(max_depth=2),0,0.5864510065404804,0.1427470805197773
618_fri_c3_1000_50,DecisionTreeRegressor(max_depth=4),0,0.8513819257535638,-0.0074799273627776
618_fri_c3_1000_50,DecisionTreeRegressor(max_depth=6),0,0.9763741967288174,0.1127057184353699
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=400),0,0.9450007027388888,0.5865652191600313
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),0,0.9458794006891968,0.5988901297321988
618_fri_c3_1000_50,RandomForestRegressor(),0,0.9408606165371,0.5857589843066309
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=50),0,0.932668567009276,0.5581505974963819
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=400),0,0.9999999963657236,0.6521406960854329
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.9999951279207716,0.6528640130453829
618_fri_c3_1000_50,GradientBoostingRegressor(),0,0.9996589953207894,0.6494919869927301
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=50),0,0.9922595606815936,0.6472742516689092
620_fri_c1_1000_25,LinearRegression(),0,0.4633376496321113,-0.0114596029205533
620_fri_c1_1000_25,"Lasso(alpha=0.01, max_iter=100000)",0,0.4366861650481975,0.0934523359633451
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",0,0.3681933829698086,0.1547849109705735
620_fri_c1_1000_25,"Lasso(alpha=0.1, max_iter=100000)",0,0.281025818083774,0.1526856104394601
620_fri_c1_1000_25,DecisionTreeRegressor(max_depth=1),0,0.2214305729320472,-0.0083730605957936
620_fri_c1_1000_25,DecisionTreeRegressor(max_depth=2),0,0.4414141559927489,0.1669004873434347
620_fri_c1_1000_25,DecisionTreeRegressor(max_depth=4),0,0.8497353921910561,0.405319251934948
620_fri_c1_1000_25,DecisionTreeRegressor(max_depth=6),0,0.9758434580965788,0.4428211895001382
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=400),0,0.9432868357674092,0.6116271586240074
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),0,0.9431532809898078,0.6203714045592762
620_fri_c1_1000_25,RandomForestRegressor(),0,0.9390996163433956,0.6061866789845374
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=50),0,0.9395290709976072,0.633386313325996
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=400),0,0.999999972758559,0.7116280559821124
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),0,0.9999801749413944,0.7138254260469573
620_fri_c1_1000_25,GradientBoostingRegressor(),0,0.999056415523346,0.7106742497928632
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=50),0,0.9903897794123422,0.7015596565488744
622_fri_c2_1000_50,LinearRegression(),0,0.5593220947323085,-0.5738872037741933
622_fri_c2_1000_50,"Lasso(alpha=0.01, max_iter=100000)",0,0.5439923279453818,-0.2809514023468793
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",0,0.4141673128664852,0.1311831971089788
622_fri_c2_1000_50,"Lasso(alpha=0.1, max_iter=100000)",0,0.270246234224019,0.2016053556801713
622_fri_c2_1000_50,DecisionTreeRegressor(max_depth=1),0,0.2418279319552273,0.3568048847580839
622_fri_c2_1000_50,DecisionTreeRegressor(max_depth=2),0,0.5842079357146653,0.4126815328552012
622_fri_c2_1000_50,DecisionTreeRegressor(max_depth=4),0,0.8782225808323866,0.3380789333990862
622_fri_c2_1000_50,DecisionTreeRegressor(max_depth=6),0,0.9854544216437976,0.22498118625538
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=400),0,0.9370005927724676,0.5907518616044748
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),0,0.934752373839922,0.5860038433201882
622_fri_c2_1000_50,RandomForestRegressor(),0,0.9362812119581982,0.6036183461418274
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=50),0,0.929292859474408,0.5829839727696244
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=400),0,0.999999998124802,0.7324766056313032
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.999996172935858,0.7208917656460045
622_fri_c2_1000_50,GradientBoostingRegressor(),0,0.999702052919658,0.7037960489437083
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=50),0,0.993505851292453,0.7157916691269524
623_fri_c4_1000_10,LinearRegression(),0,0.3692764811436436,0.2060374044986017
623_fri_c4_1000_10,"Lasso(alpha=0.01, max_iter=100000)",0,0.3627776369979482,0.2351269058945019
623_fri_c4_1000_10,"Lasso(alpha=0.05, max_iter=100000)",0,0.2898421939280799,0.2428153332179101
623_fri_c4_1000_10,"Lasso(alpha=0.1, max_iter=100000)",0,0.241190521401185,0.2104480761857362
623_fri_c4_1000_10,DecisionTreeRegressor(max_depth=1),0,0.188795868236602,0.1425446833961974
623_fri_c4_1000_10,DecisionTreeRegressor(max_depth=2),0,0.413979272017693,0.3203044049510193
623_fri_c4_1000_10,DecisionTreeRegressor(max_depth=4),0,0.878908017361848,0.4353574998019345
623_fri_c4_1000_10,DecisionTreeRegressor(max_depth=6),0,0.9764886357201976,0.6159314201496051
623_fri_c4_1000_10,RandomForestRegressor(n_estimators=400),0,0.9513659124985252,0.7779115720973422
623_fri_c4_1000_10,RandomForestRegressor(n_estimators=200),0,0.9555765237245945,0.7908580572008089
623_fri_c4_1000_10,RandomForestRegressor(),0,0.945456198197583,0.7716625108759668
623_fri_c4_1000_10,RandomForestRegressor(n_estimators=50),0,0.9474789610432236,0.7793536410876335
623_fri_c4_1000_10,GradientBoostingRegressor(n_estimators=400),0,0.9999998734924388,0.7838704945494801
623_fri_c4_1000_10,GradientBoostingRegressor(n_estimators=200),0,0.9999272922846328,0.7856702706252681
623_fri_c4_1000_10,GradientBoostingRegressor(),0,0.9976267925131336,0.7745680941544357
623_fri_c4_1000_10,GradientBoostingRegressor(n_estimators=50),0,0.9852046942151936,0.7548108446835589
628_fri_c3_1000_5,LinearRegression(),0,0.2773894263482007,0.1937016275123949
628_fri_c3_1000_5,"Lasso(alpha=0.01, max_iter=100000)",0,0.2713628280173988,0.2119231607308601
628_fri_c3_1000_5,"Lasso(alpha=0.05, max_iter=100000)",0,0.1931341725376016,0.1974755262526035
628_fri_c3_1000_5,"Lasso(alpha=0.1, max_iter=100000)",0,0.1591775841831374,0.1850858381808925
628_fri_c3_1000_5,DecisionTreeRegressor(max_depth=1),0,0.2018728094365242,0.1259004760303811
628_fri_c3_1000_5,DecisionTreeRegressor(max_depth=2),0,0.4327816115606101,0.3261008210424819
628_fri_c3_1000_5,DecisionTreeRegressor(max_depth=4),0,0.8964177727654602,0.5194972729390399
628_fri_c3_1000_5,DecisionTreeRegressor(max_depth=6),0,0.9719565386859232,0.5583116713157719
628_fri_c3_1000_5,RandomForestRegressor(n_estimators=400),0,0.9720782215963344,0.8011760117604005
628_fri_c3_1000_5,RandomForestRegressor(n_estimators=200),0,0.97257313360461,0.8014138025969622
628_fri_c3_1000_5,RandomForestRegressor(),0,0.9690275005665796,0.7939274031940107
628_fri_c3_1000_5,RandomForestRegressor(n_estimators=50),0,0.9725123571062324,0.7936805722623186
628_fri_c3_1000_5,GradientBoostingRegressor(n_estimators=400),0,0.9999946672537522,0.8287280656285599
628_fri_c3_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.9996249430860732,0.8277606142199037
628_fri_c3_1000_5,GradientBoostingRegressor(),0,0.996298381436893,0.8134386800219137
628_fri_c3_1000_5,GradientBoostingRegressor(n_estimators=50),0,0.9847927722620048,0.8021920991226724
banana,LinearRegression(),0,0.0156814957207319,-0.0086826485754278
banana,"Lasso(alpha=0.01, max_iter=100000)",0,0.0155063410102135,-0.0079303954374807
banana,"Lasso(alpha=0.05, max_iter=100000)",0,0.0121346092090218,-0.0069503277707787
banana,"Lasso(alpha=0.1, max_iter=100000)",0,0.0041609047149978,-0.0080979285683668
banana,DecisionTreeRegressor(max_depth=1),0,0.0740740740740744,0.0048664196963986
banana,DecisionTreeRegressor(max_depth=2),0,0.2661150767899634,0.1067027468735736
banana,DecisionTreeRegressor(max_depth=4),0,0.7133361204013379,0.3865730219500266
banana,DecisionTreeRegressor(max_depth=6),0,0.8868055555555555,0.3945123005206075
banana,RandomForestRegressor(n_estimators=400),0,0.9139486979166668,0.5158250507002373
banana,RandomForestRegressor(n_estimators=200),0,0.911903125,0.4998947312409122
banana,RandomForestRegressor(),0,0.9184,0.4869357386450601
banana,RandomForestRegressor(n_estimators=50),0,0.9173166666666668,0.4594381600596923
banana,GradientBoostingRegressor(n_estimators=400),0,0.9999646505110262,0.1987717015205606
banana,GradientBoostingRegressor(n_estimators=200),0,0.9981477360375084,0.236520284208629
banana,GradientBoostingRegressor(),0,0.9722886556147022,0.3259972424173222
banana,GradientBoostingRegressor(n_estimators=50),0,0.903686974587356,0.4122286716432826
titanic,LinearRegression(),0,0.1397357779832553,0.1993664543111319
titanic,"Lasso(alpha=0.01, max_iter=100000)",0,0.1392950165004326,0.1995102626031932
titanic,"Lasso(alpha=0.05, max_iter=100000)",0,0.1317337223812795,0.189003536938546
titanic,"Lasso(alpha=0.1, max_iter=100000)",0,0.1230887356789663,0.1712811566549645
titanic,DecisionTreeRegressor(max_depth=1),0,0.1346153846153848,0.2003981380735493
titanic,DecisionTreeRegressor(max_depth=2),0,0.1736102725113715,0.2491511352284073
titanic,DecisionTreeRegressor(max_depth=4),0,0.244245040673612,0.2650878662201675
titanic,DecisionTreeRegressor(max_depth=6),0,0.2483659197944911,0.2664297196634095
titanic,RandomForestRegressor(n_estimators=400),0,0.241067988920433,0.2755783310530244
titanic,RandomForestRegressor(n_estimators=200),0,0.2401717738010444,0.2730096621902931
titanic,RandomForestRegressor(),0,0.2389340627282152,0.2680684347174868
titanic,RandomForestRegressor(n_estimators=50),0,0.2377448101323163,0.2695550145671832
titanic,GradientBoostingRegressor(n_estimators=400),0,0.2483659197944731,0.2658876243377567
titanic,GradientBoostingRegressor(n_estimators=200),0,0.2483659082368433,0.2659042349186744
titanic,GradientBoostingRegressor(),0,0.2483622384376298,0.2660297529149497
titanic,GradientBoostingRegressor(n_estimators=50),0,0.2480994794438739,0.2669185904551789
1028_SWD,QG-11-bic,0,0.4809951348113997,0.3212393009391755
1029_LEV,QG-11-bic,0,0.690260497834118,0.5368931516201276
1030_ERA,QG-11-bic,0,0.2137114739745816,0.3165108705637897
1191_BNG_pbc,QG-11-bic,0,0.5240824564553828,-0.1433558446479024
1193_BNG_lowbwt,QG-11-bic,0,0.6501301843256359,0.4878466994868973
1196_BNG_pharynx,QG-11-bic,0,0.6458133405298123,0.2825736675569467
1199_BNG_echoMonths,QG-11-bic,0,0.5835734205349786,0.3460950831271852
1201_BNG_breastTumor,QG-11-bic,0,0.2083111016263236,-0.083167613455622
1203_BNG_pwLinear,QG-11-bic,0,0.4928192304063333,0.4520569336111197
1595_poker,QG-11-bic,0,0.4913337336458766,-0.3642130544570279
197_cpu_act,QG-11-bic,0,0.9870914897189322,0.9677217607228792
201_pol,QG-11-bic,0,0.7676971016231677,0.6677294353749909
215_2dplanes,QG-11-bic,0,0.8823256860201788,0.8215345420465939
218_house_8L,QG-11-bic,0,0.8014497196741973,-0.1888468605930719
225_puma8NH,QG-11-bic,0,0.6806372167867916,0.570856867798982
227_cpu_small,QG-11-bic,0,0.9788369973137084,0.9589690089993772
294_satellite_image,QG-11-bic,0,0.8581553315629156,0.7454709315216024
344_mv,QG-11-bic,0,0.9983661888474714,0.9979353699531026
4544_GeographicalOriginalofMusic,QG-11-bic,0,0.8501917445689415,0.6876752505156227
503_wind,QG-11-bic,0,0.8087875844257483,0.6549584942707163
529_pollen,QG-11-bic,0,0.7378203769372357,0.7845001981336438
537_houses,QG-11-bic,0,0.8013119376386748,0.5022920625508984
562_cpu_small,QG-11-bic,0,0.9788369973137084,0.9589690089993772
564_fried,QG-11-bic,0,0.8929561358744329,0.8694954567651878
573_cpu_act,QG-11-bic,0,0.9870914897189322,0.9677217607228792
574_house_16H,QG-11-bic,0,0.8460752020987776,-0.4728760964310212
583_fri_c1_1000_50,QG-11-bic,0,0.920745209602035,0.8812235178121204
586_fri_c3_1000_25,QG-11-bic,0,0.8998696591065245,0.8260893277815022
588_fri_c4_1000_100,QG-11-bic,0,0.8878642771106475,0.8023229903065763
589_fri_c2_1000_25,QG-11-bic,0,0.8814806158404227,0.8640812282527355
590_fri_c0_1000_50,QG-11-bic,0,0.8829831421176594,0.8069767535074788
592_fri_c4_1000_25,QG-11-bic,0,0.8712470855873518,0.8519223251898583
593_fri_c1_1000_10,QG-11-bic,0,0.9063898833031928,0.8676141234270757
595_fri_c0_1000_10,QG-11-bic,0,0.8779021866901867,0.8126945538112507
598_fri_c0_1000_25,QG-11-bic,0,0.8816329402316819,0.8682195263543298
599_fri_c2_1000_5,QG-11-bic,0,0.9496759552453052,0.8950572265532796
606_fri_c2_1000_10,QG-11-bic,0,0.8952137244508508,0.8877166943050363
607_fri_c4_1000_50,QG-11-bic,0,0.8282791666711702,0.791735708995729
608_fri_c3_1000_10,QG-11-bic,0,0.9097529362392264,0.7798957633296125
609_fri_c0_1000_5,QG-11-bic,0,0.9204873334849144,0.8955860109063895
612_fri_c1_1000_5,QG-11-bic,0,0.9330459495728588,0.8200086844299412
618_fri_c3_1000_50,QG-11-bic,0,0.8841160476904245,0.8419561479155941
620_fri_c1_1000_25,QG-11-bic,0,0.8714425651987794,0.8651252511212262
622_fri_c2_1000_50,QG-11-bic,0,0.8942390392682694,0.8597598648087724
623_fri_c4_1000_10,QG-11-bic,0,0.8676115471806124,0.8228503674285962
628_fri_c3_1000_5,QG-11-bic,0,0.9320210105869317,0.9072093865602264
banana,QG-11-bic,0,0.636240137274324,0.5097645722649713
titanic,QG-11-bic,0,0.1346152115172137,0.2004861723670503
1028_SWD,QG-11-aic,0,0.5175020588300729,0.1736385119926323
1029_LEV,QG-11-aic,0,0.7028694416776623,0.5325504192759012
1030_ERA,QG-11-aic,0,0.3512186768516486,0.1593335322980497
1191_BNG_pbc,QG-11-aic,0,0.5225900282958328,-0.125109441776406
1193_BNG_lowbwt,QG-11-aic,0,0.7117582165691625,0.4033610444384531
1196_BNG_pharynx,QG-11-aic,0,0.6985151898819848,0.3070529964896542
1199_BNG_echoMonths,QG-11-aic,0,0.6101205524339147,0.2218444800341703
1201_BNG_breastTumor,QG-11-aic,0,0.3077166634742677,-0.4249910409330346
1203_BNG_pwLinear,QG-11-aic,0,0.6070414248064342,0.519409869794587
1595_poker,QG-11-aic,0,0.565431474088419,-0.698270009493607
197_cpu_act,QG-11-aic,0,0.987951701789969,0.9708779220466422
201_pol,QG-11-aic,0,0.8163860505340277,0.7561019129467748
215_2dplanes,QG-11-aic,0,0.8951154071892929,0.863149798972131
218_house_8L,QG-11-aic,0,0.8065051949413591,-0.4167752730757124
225_puma8NH,QG-11-aic,0,0.7576830572109076,0.6530716013315865
227_cpu_small,QG-11-aic,0,0.9803670781420468,0.9501091357140452
294_satellite_image,QG-11-aic,0,0.8413275029250238,0.7491501720962019
344_mv,QG-11-aic,0,0.9985152692349016,0.9981257691653148
4544_GeographicalOriginalofMusic,QG-11-aic,0,0.8644675915376792,0.6940544470841458
503_wind,QG-11-aic,0,0.8703166118787329,0.4545751109429223
529_pollen,QG-11-aic,0,0.7378203775781305,0.7844891362273566
537_houses,QG-11-aic,0,0.8219521915922615,0.3106396074329229
562_cpu_small,QG-11-aic,0,0.9803670781420468,0.9501091357140452
564_fried,QG-11-aic,0,0.8960482093483473,0.8737549619181959
573_cpu_act,QG-11-aic,0,0.987951701789969,0.9708779220466422
574_house_16H,QG-11-aic,0,0.849898895136159,-1.1087877166277975
583_fri_c1_1000_50,QG-11-aic,0,0.8568144122568481,0.7738434491500216
586_fri_c3_1000_25,QG-11-aic,0,0.9367624172366492,0.8733347299650769
588_fri_c4_1000_100,QG-11-aic,0,0.8997968693832735,0.861023020666609
589_fri_c2_1000_25,QG-11-aic,0,0.8934294229204599,0.8283196652109039
590_fri_c0_1000_50,QG-11-aic,0,0.8843770155273762,0.7252257028853584
592_fri_c4_1000_25,QG-11-aic,0,0.8811465549005139,0.854245364137228
593_fri_c1_1000_10,QG-11-aic,0,0.906721188251392,0.8792078206371327
595_fri_c0_1000_10,QG-11-aic,0,0.8870665599249177,0.8842968064393479
598_fri_c0_1000_25,QG-11-aic,0,0.8916000415930884,0.8474906212495488
599_fri_c2_1000_5,QG-11-aic,0,0.9321736228929756,0.898235017215125
606_fri_c2_1000_10,QG-11-aic,0,0.8934469222926555,0.8744799189889567
607_fri_c4_1000_50,QG-11-aic,0,0.8526021588215175,0.809603388819836
608_fri_c3_1000_10,QG-11-aic,0,0.8963150873320247,0.864289309474739
609_fri_c0_1000_5,QG-11-aic,0,0.919010650102508,0.9240958362837997
612_fri_c1_1000_5,QG-11-aic,0,0.9328880161390384,0.9092828836190184
618_fri_c3_1000_50,QG-11-aic,0,0.8821569187829098,0.7984670414806538
620_fri_c1_1000_25,QG-11-aic,0,0.873539477356759,0.8508564865274958
622_fri_c2_1000_50,QG-11-aic,0,0.862079874967618,0.8336414699505417
623_fri_c4_1000_10,QG-11-aic,0,0.8868015398168057,0.887417474588892
628_fri_c3_1000_5,QG-11-aic,0,0.9318253906117242,0.904375114268978
banana,QG-11-aic,0,0.6546937904830672,0.4920979062635765
titanic,QG-11-aic,0,0.2406655983829025,0.2478591471891896
